PayrollID,EmployeeID,Month,BasicPay,Bonus
1563,1720,2024-04-01,64653,8280
1564,427,2024-11-01,49354,2979
1565,856,2023-10-01,40360,6047
1566,1042,2023-07-01,52417,14528
1567,832,2023-03-01,15972,9060
1568,1761,2023-04-01,49954,12197
1569,1493,2023-06-01,64905,3496
1570,594,2024-06-01,50830,9862
1571,1660,2024-02-01,34726,2117
1572,644,2024-10-01,58363,6647
1573,868,2024-11-01,56219,10206
1574,395,2024-05-01,45270,6782
1575,561,2024-03-01,50831,2746
1576,86,2023-03-01,15687,7761
1577,1576,2023-09-01,20901,9815
1578,1202,2024-05-01,71858,4372
1579,1525,2023-11-01,23539,6799
1580,1789,2024-01-01,51922,8710
1581,1481,2024-03-01,69706,2665
1582,1994,2023-02-01,18959,9468
1583,48,2024-04-01,76797,12061
1584,1989,2024-07-01,56402,13357
1585,223,2024-11-01,63513,10210
1586,1336,2023-10-01,77630,9248
1587,1530,2024-08-01,52688,3232
1588,306,2024-08-01,76329,12214
1589,1737,2024-11-01,28144,13347
1590,782,2023-08-01,23755,12821
1591,1786,2024-06-01,34482,12228
1592,308,2023-12-01,25017,4130
1593,887,2023-10-01,19070,6953
1594,1226,2023-12-01,36457,1817
1595,1346,2024-01-01,34611,3088
1596,1739,2024-12-01,35948,13093
1597,932,2024-04-01,24536,7399
1598,1890,2024-06-01,44627,10667
1599,1446,2023-05-01,69650,11267
1600,1873,2024-05-01,48748,13141
1601,1785,2023-02-01,29132,2310
1602,563,2024-02-01,33900,2081
1603,1943,2023-06-01,34107,10988
1604,1699,2023-01-01,75171,1938
1605,849,2024-03-01,58890,14708
1606,1650,2024-11-01,16033,11852
1607,871,2023-11-01,29651,9753
1608,1689,2024-06-01,28037,3576
1609,665,2024-07-01,23145,13369
1610,1368,2024-09-01,77902,5591
1611,996,2024-01-01,53923,5966
1612,1256,2024-10-01,60504,14083
1613,1265,2024-07-01,69464,1127
1614,1414,2023-11-01,25049,7376
1615,1982,2024-09-01,42437,14708
1616,1033,2024-06-01,68546,3789
1617,1910,2024-03-01,23895,11701
1618,776,2024-01-01,41602,14029
1619,1477,2023-03-01,70522,11577
1620,1875,2023-02-01,78447,3567
1621,1988,2024-05-01,35175,14618
1622,1929,2023-12-01,27782,7906
1623,266,2024-02-01,44956,6258
1624,1658,2023-12-01,36924,11316
1625,519,2024-02-01,78194,6395
1626,1609,2023-10-01,74513,10068
1627,1574,2024-10-01,47283,4303
1628,200,2024-10-01,50184,11011
1629,780,2023-11-01,70110,13716
1630,1966,2023-07-01,38583,6605
1631,1028,2024-06-01,20799,12999
1632,411,2023-11-01,24916,8005
1633,1107,2024-06-01,55258,13712
1634,1877,2023-01-01,25221,2457
1635,1012,2024-08-01,67022,3354
1636,1837,2023-07-01,16022,6089
1637,1660,2023-03-01,44077,1684
1638,875,2023-03-01,40657,13371
1639,1804,2023-11-01,67116,6036
1640,366,2024-11-01,52349,9689
1641,186,2024-02-01,72299,12095
1642,1917,2023-03-01,22562,5575
1643,1831,2023-05-01,24088,11005
1644,86,2023-03-01,37338,7956
1645,1840,2024-09-01,21326,9562
1646,981,2024-12-01,40463,10428
1647,592,2023-07-01,47986,4949
1648,1336,2023-12-01,67111,4742
1649,1236,2023-04-01,73800,3014
1650,469,2024-05-01,20131,7799
1651,273,2023-07-01,70490,4255
1652,1092,2023-08-01,73155,2681
1653,1169,2024-07-01,44732,3384
1654,315,2023-01-01,66709,1412
1655,524,2024-10-01,29273,3857
1656,1363,2024-11-01,25485,6345
1657,833,2023-09-01,73718,12915
1658,1863,2024-06-01,63271,4212
1659,1313,2023-01-01,23644,7530
1660,1102,2023-09-01,51229,13704
1661,672,2024-08-01,54700,4974
1662,455,2023-10-01,44604,7303
1663,1031,2024-03-01,62415,3764
1664,1393,2023-10-01,17771,3991
1665,154,2024-03-01,66544,13790
1666,94,2023-01-01,45826,9292
1667,566,2024-11-01,72393,13628
1668,1493,2023-02-01,78994,3578
1669,236,2023-07-01,64081,6579
1670,90,2024-04-01,59373,2176
1671,921,2024-03-01,74655,2216
1672,1046,2024-04-01,32836,3129
1673,1205,2024-11-01,46201,1649
1674,1264,2023-10-01,76561,4171
1675,1479,2023-02-01,76748,13358
1676,1424,2024-05-01,29336,9861
1677,1623,2023-11-01,54926,13994
1678,1320,2024-01-01,52377,9529
1679,528,2024-05-01,33245,12221
1680,691,2024-03-01,71641,3891
1681,1658,2023-08-01,34808,2051
1682,736,2024-11-01,35935,9421
1683,901,2024-10-01,54089,2715
1684,1943,2023-03-01,24732,14863
1685,1689,2023-06-01,35801,2338
1686,559,2023-09-01,46233,1685
1687,1160,2023-07-01,71666,9527
1688,1109,2024-06-01,52029,1041
1689,663,2023-09-01,21759,6171
1690,672,2023-05-01,70932,3548
1691,1834,2023-09-01,27244,9426
1692,358,2023-01-01,40259,7826
1693,1974,2023-02-01,49538,2424
1694,1888,2024-09-01,48386,14132
1695,304,2024-12-01,72506,11196
1696,15,2024-05-01,48105,13834
1697,1910,2024-08-01,78829,6209
1698,46,2024-04-01,70910,4901
1699,1037,2023-03-01,47864,5497
1700,483,2023-11-01,41119,8852
1701,1831,2024-04-01,73207,10072
1702,148,2023-11-01,22206,14780
1703,1957,2023-08-01,43594,3618
1704,792,2023-01-01,21193,13107
1705,990,2024-12-01,56046,14829
1706,1563,2024-08-01,59210,11200
1707,1258,2024-07-01,74566,13307
1708,871,2024-06-01,26499,10370
1709,1260,2024-01-01,67718,14807
1710,1546,2024-04-01,55148,2671
1711,1316,2023-08-01,17936,12350
1712,1406,2024-11-01,21064,7596
1713,1422,2023-05-01,73310,6410
1714,1331,2024-02-01,56174,14851
1715,1726,2023-09-01,40354,13600
1716,172,2023-05-01,34733,8234
1717,1556,2024-01-01,67361,7720
1718,850,2024-03-01,30648,10693
1719,1015,2023-02-01,43302,13828
1720,1652,2024-07-01,18141,6577
1721,1741,2024-11-01,35128,10525
1722,1797,2024-05-01,30020,11823
1723,857,2024-05-01,46200,6901
1724,890,2023-05-01,75722,12868
1725,692,2023-03-01,31096,7435
1726,1432,2024-07-01,79318,4275
1727,905,2023-08-01,33629,9736
1728,230,2023-04-01,18464,6923
1729,1849,2023-02-01,55455,1704
1730,1638,2024-09-01,66373,1518
1731,1544,2023-05-01,40357,13639
1732,1301,2024-04-01,37829,9127
1733,1132,2024-07-01,16838,6196
1734,1487,2024-07-01,16481,5196
1735,782,2023-06-01,66970,4244
1736,721,2024-09-01,53726,12899
1737,1459,2024-09-01,58006,1805
1738,994,2023-06-01,73744,6077
1739,754,2023-07-01,46963,3450
1740,1839,2023-02-01,41027,12383
1741,1840,2024-11-01,74944,11965
1742,1004,2023-09-01,73991,3808
1743,461,2023-09-01,41431,7099
1744,354,2023-08-01,75263,10751
1745,1190,2024-12-01,74524,14904
1746,518,2023-05-01,43915,1463
1747,397,2024-09-01,55679,11671
1748,46,2023-01-01,73420,2788
1749,809,2023-03-01,31785,10506
1750,1422,2023-02-01,33910,10481
1751,1460,2024-01-01,66707,6806
1752,1794,2024-09-01,62337,4645
1753,1883,2023-03-01,33751,1757
1754,1452,2023-03-01,71863,14476
1755,132,2024-12-01,26843,3398
1756,433,2024-04-01,68938,4748
1757,72,2023-06-01,49243,14701
1758,550,2023-09-01,73067,13769
1759,1185,2024-12-01,79878,14426
1760,751,2023-10-01,44531,14972
1761,1849,2024-10-01,61247,1296
1762,686,2023-03-01,53745,8006
1763,1073,2024-04-01,57119,11111
1764,706,2024-10-01,45092,14967
1765,1717,2024-08-01,42326,1868
1766,447,2023-07-01,65552,3459
1767,1037,2023-04-01,16388,5735
1768,1945,2023-01-01,70069,11741
1769,232,2023-04-01,34443,14657
1770,718,2024-02-01,36205,12955
1771,1460,2023-06-01,46736,7064
1772,134,2024-10-01,45686,13098
1773,1619,2023-01-01,22218,8767
1774,865,2024-07-01,60696,2850
1775,1297,2024-11-01,25695,11713
1776,559,2024-12-01,53515,1351
1777,1939,2023-03-01,50295,8115
1778,1239,2023-09-01,51221,9764
1779,1832,2023-08-01,78250,9042
1780,1548,2023-11-01,53221,1639
1781,1387,2024-07-01,59749,10723
1782,340,2023-12-01,43249,11341
1783,876,2024-04-01,24284,12996
1784,780,2023-05-01,61199,4276
1785,380,2023-03-01,27239,11719
1786,1173,2023-01-01,25138,12367
1787,679,2023-07-01,17509,1069
1788,39,2023-06-01,36515,2940
1789,1513,2023-02-01,35436,6361
1790,404,2023-11-01,58091,1502
1791,1231,2023-04-01,51293,9651
1792,884,2023-05-01,27074,9854
1793,718,2023-03-01,53778,13518
1794,170,2024-06-01,23029,5907
1795,1715,2023-10-01,66279,9281
1796,947,2023-05-01,52010,3890
1797,1548,2023-07-01,58148,9055
1798,89,2024-04-01,20614,1724
1799,587,2024-05-01,71323,7214
1800,1774,2024-04-01,16003,2770
1801,1330,2023-07-01,34850,7675
1802,1325,2024-02-01,32639,14018
1803,1859,2024-12-01,67099,7298
1804,1310,2023-08-01,46056,12463
1805,1277,2023-07-01,65514,8304
1806,84,2023-08-01,56630,9819
1807,464,2024-08-01,24084,7754
1808,1977,2023-07-01,74192,4340
1809,434,2024-04-01,68244,8227
1810,1624,2023-05-01,74730,12130
1811,208,2024-11-01,64670,8079
1812,1137,2023-04-01,22640,3373
1813,794,2024-09-01,71753,11685
1814,1396,2023-03-01,37784,6890
1815,1251,2023-01-01,36767,8467
1816,1243,2024-11-01,30985,9300
1817,1847,2023-06-01,55027,13497
1818,1465,2023-07-01,71938,2705
1819,1864,2024-09-01,22322,11736
1820,1960,2024-05-01,15707,4330
1821,739,2024-09-01,79494,7737
1822,351,2023-08-01,75481,8209
1823,926,2023-05-01,68620,4854
1824,1621,2023-04-01,61161,5944
1825,177,2024-03-01,65775,5039
1826,15,2024-01-01,61820,13506
1827,468,2024-03-01,66175,14828
1828,1125,2024-11-01,58626,2948
1829,926,2023-06-01,22872,9436
1830,84,2024-12-01,33939,7690
1831,904,2023-07-01,47962,5287
1832,15,2023-08-01,69556,7134
1833,1294,2023-11-01,50582,2138
1834,180,2024-10-01,78662,6475
1835,1552,2023-06-01,63989,5178
1836,1792,2023-04-01,26395,10626
1837,1895,2023-05-01,26094,3564
1838,413,2023-07-01,45575,14751
1839,1464,2023-05-01,16914,12419
1840,285,2024-07-01,50505,14619
1841,1007,2023-01-01,71290,3184
1842,1226,2023-05-01,28643,6135
1843,406,2024-07-01,45444,14857
1844,205,2023-05-01,58120,6220
1845,1761,2023-02-01,58725,5952
1846,1084,2023-11-01,43684,10591
1847,1603,2023-09-01,67403,12724
1848,1914,2024-12-01,67079,13132
1849,275,2023-08-01,20528,1234
1850,1904,2024-02-01,25206,7393
1851,1023,2023-12-01,16010,8677
1852,704,2024-03-01,76487,8718
1853,1820,2023-05-01,60920,1651
1854,1463,2024-02-01,40715,4247
1855,413,2024-08-01,21638,3225
1856,1629,2024-03-01,27960,6309
1857,1590,2023-11-01,36620,13888
1858,586,2023-09-01,23041,7865
1859,173,2024-09-01,59270,11733
1860,1553,2023-10-01,21985,5089
1861,211,2024-04-01,53836,8761
1862,1217,2024-11-01,46465,7299
1863,1141,2023-06-01,48047,2136
1864,667,2024-10-01,49824,5080
1865,1140,2024-05-01,62269,4969
1866,1728,2024-03-01,33311,8844
1867,1017,2024-07-01,65065,13726
1868,1557,2024-12-01,53565,12009
1869,306,2023-12-01,65196,2587
1870,97,2024-07-01,64471,14497
1871,927,2023-02-01,63554,14235
1872,975,2024-09-01,76447,11840
1873,1116,2023-01-01,43725,6374
1874,1144,2023-05-01,53863,2025
1875,1739,2024-06-01,36949,7704
1876,730,2023-07-01,35848,3063
1877,72,2024-12-01,32333,11952
1878,1347,2024-05-01,15237,14305
1879,1964,2024-10-01,22984,9432
1880,1911,2024-11-01,42980,6863
1881,635,2023-08-01,18656,13035
1882,1849,2023-03-01,43230,14662
1883,1872,2023-05-01,50203,10824
1884,1079,2023-03-01,61941,1564
1885,1288,2023-12-01,36054,11041
1886,886,2023-03-01,39015,6657
1887,1818,2023-02-01,39804,14369
1888,69,2023-04-01,38327,2881
1889,1452,2024-02-01,55098,9203
1890,1847,2024-01-01,22203,10577
1891,1367,2024-11-01,65696,14053
1892,1993,2023-11-01,31450,11812
1893,684,2023-03-01,67402,12517
1894,281,2023-03-01,78122,13436
1895,905,2023-04-01,20794,9620
1896,461,2023-07-01,61653,3435
1897,154,2024-06-01,52638,3173
1898,1717,2023-04-01,68829,1817
1899,1316,2023-05-01,55012,4347
1900,1468,2023-07-01,76937,9099
1901,1546,2024-11-01,18465,13972
1902,1702,2024-09-01,71142,13609
1903,718,2023-11-01,69815,1295
1904,298,2023-05-01,47037,13174
1905,1877,2023-02-01,24782,5157
1906,1878,2023-02-01,70796,7475
1907,88,2024-01-01,24022,2035
1908,1372,2023-01-01,42057,2817
1909,285,2023-06-01,55997,14131
1910,1060,2024-09-01,45835,1483
1911,1147,2023-12-01,33902,13709
1912,1573,2024-09-01,30022,11791
1913,876,2024-01-01,20711,14037
1914,827,2023-07-01,60140,8146
1915,526,2023-09-01,77202,7846
1916,961,2024-06-01,54346,13600
1917,1362,2024-07-01,64941,11959
1918,1780,2024-02-01,72239,11085
1919,122,2024-02-01,65965,14104
1920,688,2024-03-01,20821,9394
1921,128,2023-09-01,25931,8774
1922,1693,2023-09-01,70241,5046
1923,421,2023-12-01,71177,7172
1924,143,2023-04-01,24182,9784
1925,750,2023-09-01,44198,9769
1926,1859,2024-05-01,50335,1243
1927,600,2024-08-01,35915,3438
1928,1445,2024-11-01,50102,6280
1929,1385,2023-11-01,69885,11238
1930,1130,2024-07-01,57492,5160
1931,339,2024-09-01,42119,12742
1932,993,2024-09-01,34543,7047
1933,1302,2023-07-01,44187,14214
1934,1574,2024-07-01,55470,10841
1935,327,2024-09-01,68068,13697
1936,1758,2023-02-01,37258,9487
1937,1120,2024-09-01,34582,6390
1938,1268,2023-03-01,53622,3923
1939,1779,2024-11-01,59646,14401
1940,1648,2023-09-01,54274,11547
1941,391,2023-09-01,53313,9143
1942,1381,2024-08-01,68645,1384
1943,1566,2023-07-01,71236,1186
1944,1182,2023-07-01,41936,5980
1945,1931,2024-03-01,26634,3665
1946,693,2024-02-01,23080,4170
1947,593,2023-01-01,68223,12124
1948,1643,2024-06-01,50632,13610
1949,1064,2023-07-01,24877,3078
1950,577,2024-08-01,64122,13247
1951,304,2024-06-01,66631,13510
1952,1201,2024-12-01,66571,8939
1953,1156,2024-11-01,44016,6356
1954,1824,2024-01-01,54030,3350
1955,824,2023-08-01,26026,8543
1956,600,2023-08-01,39194,3243
1957,643,2023-08-01,23232,14206
1958,1213,2024-04-01,57100,7013
1959,996,2024-04-01,64367,6659
1960,1558,2023-01-01,32764,5472
1961,807,2023-04-01,61481,8022
1962,1194,2024-10-01,40271,4875
1963,444,2024-12-01,67135,6863
1964,1078,2023-08-01,31104,13143
1965,1405,2024-01-01,40329,4277
1966,448,2024-11-01,75087,14033
1967,477,2024-04-01,50737,6471
1968,363,2023-12-01,76958,6215
1969,195,2023-09-01,74591,4846
1970,1427,2024-12-01,28234,12826
1971,393,2024-05-01,69998,7026
1972,1384,2023-01-01,43474,7141
1973,133,2023-02-01,74604,10570
1974,560,2023-07-01,74067,10896
1975,1881,2024-06-01,60027,11451
1976,270,2024-09-01,18316,4182
1977,1841,2024-05-01,65890,5099
1978,1872,2023-01-01,43741,5778
1979,218,2024-01-01,75192,1657
1980,705,2024-06-01,54096,5747
1981,381,2023-06-01,56467,1601
1982,871,2023-12-01,35404,8544
1983,177,2024-11-01,54275,4910
1984,367,2024-12-01,41390,12845
1985,342,2024-08-01,68173,8447
1986,1742,2023-12-01,73113,13122
1987,1188,2023-09-01,36410,4059
1988,1541,2024-10-01,61223,10175
1989,472,2024-10-01,61043,2440
1990,500,2024-12-01,54973,6264
1991,582,2023-09-01,15736,7617
1992,252,2023-03-01,32191,3488
1993,324,2024-01-01,73592,10961
1994,55,2023-01-01,26144,3234
1995,1734,2024-06-01,40760,4482
1996,1071,2023-02-01,70074,13663
1997,238,2023-02-01,15722,12256
1998,1174,2024-05-01,20697,3482
1999,836,2024-04-01,76277,4812
2000,1754,2024-03-01,32672,11754
2001,1242,2023-04-01,44456,2197
2002,1108,2024-03-01,36422,9319
2003,910,2023-02-01,37480,6972
2004,1690,2024-05-01,43228,10401
2005,1551,2023-12-01,45246,10477
2006,736,2023-10-01,70006,10016
2007,1274,2023-05-01,24805,12013
2008,1825,2024-09-01,31209,6922
2009,870,2023-07-01,57283,7246
2010,68,2024-08-01,37499,1175
2011,774,2024-07-01,55910,9899
2012,1498,2023-01-01,52779,2024
2013,467,2024-11-01,43047,5681
2014,4,2024-04-01,15314,12128
2015,544,2024-07-01,28309,1399
2016,1180,2023-01-01,66016,4251
2017,1200,2023-05-01,53188,6420
2018,673,2023-12-01,76671,12803
2019,76,2023-12-01,37640,1298
2020,1237,2024-09-01,18416,2144
2021,1904,2023-04-01,69512,2997
2022,1330,2024-06-01,69945,13986
2023,1994,2023-08-01,35411,9344
2024,947,2024-06-01,61681,9202
2025,1925,2023-01-01,48822,12807
2026,1629,2024-12-01,72326,11784
2027,1006,2023-09-01,45993,8279
2028,870,2024-11-01,63319,11719
2029,1582,2023-04-01,25567,4290
2030,1128,2023-03-01,64427,8900
2031,1710,2024-04-01,50534,8301
2032,210,2023-01-01,77989,5942
2033,1521,2024-12-01,23035,10303
2034,491,2023-09-01,72500,11377
2035,1622,2023-05-01,59519,7634
2036,760,2023-04-01,74350,1915
2037,1665,2023-11-01,37654,3878
2038,1741,2023-05-01,70540,5509
2039,1204,2023-11-01,35532,12903
2040,169,2023-07-01,18788,12392
2041,401,2023-11-01,16871,13922
2042,1540,2024-02-01,73567,11085
2043,223,2024-05-01,34032,6952
2044,1028,2023-12-01,41757,5553
2045,1243,2024-12-01,55266,13576
2046,1494,2023-04-01,41893,5312
2047,1542,2023-09-01,21059,11296
2048,149,2024-06-01,19248,6956
2049,189,2024-06-01,78263,8507
2050,1187,2024-09-01,25833,10889
2051,237,2023-04-01,76458,1777
2052,494,2024-04-01,33597,11501
2053,1983,2023-01-01,62178,14288
2054,319,2024-02-01,17223,12501
2055,522,2024-05-01,27424,2758
2056,1271,2023-12-01,41959,3275
2057,56,2023-06-01,19899,7865
2058,1855,2023-08-01,65439,12850
2059,1125,2024-01-01,53807,2719
2060,1669,2023-03-01,45598,4958
2061,52,2023-06-01,63724,4718
2062,1045,2023-12-01,79100,11348
2063,1182,2024-02-01,59833,3049
2064,1860,2024-06-01,32867,3372
2065,275,2024-06-01,64163,12512
2066,1587,2023-02-01,46250,10957
2067,437,2024-07-01,65830,6556
2068,96,2023-11-01,60801,13952
2069,1900,2024-03-01,55246,2233
2070,1445,2023-01-01,45285,1196
2071,1176,2024-10-01,25856,10573
2072,1437,2023-12-01,28615,6188
2073,1202,2023-07-01,21283,1736
2074,1269,2024-04-01,52916,10840
2075,343,2024-04-01,59578,11349
2076,1012,2023-04-01,75558,11101
2077,1544,2023-06-01,36277,1217
2078,1809,2023-11-01,30373,5193
2079,1631,2024-06-01,18930,11069
2080,1613,2024-05-01,70441,14031
2081,1053,2023-09-01,46248,10365
2082,1097,2023-10-01,38474,4586
2083,1903,2023-07-01,43865,7959
2084,1,2023-06-01,21152,9607
2085,885,2024-12-01,70245,2321
2086,948,2024-04-01,43264,7072
2087,674,2023-09-01,68099,3287
2088,931,2024-03-01,71724,5997
2089,581,2024-04-01,28056,11733
2090,1812,2023-07-01,69120,2769
2091,895,2023-05-01,45314,14516
2092,1280,2023-09-01,61893,14112
2093,513,2024-05-01,45749,11159
2094,153,2024-06-01,18749,12616
2095,1727,2023-07-01,72803,13937
2096,1940,2023-02-01,20942,2914
2097,1417,2023-05-01,39383,4798
2098,393,2023-04-01,46544,11342
2099,1900,2023-04-01,42601,2150
2100,990,2023-02-01,45603,8375
2101,1860,2023-12-01,56130,2572
2102,454,2024-05-01,79731,10223
2103,1702,2023-12-01,78677,14603
2104,1277,2024-05-01,41673,2986
2105,219,2024-08-01,35430,9947
2106,1262,2024-08-01,59259,14004
2107,98,2023-06-01,40228,12321
2108,1685,2024-12-01,78960,11094
2109,597,2024-01-01,34348,11412
2110,270,2024-01-01,18289,2919
2111,1253,2023-05-01,79466,13542
2112,537,2023-04-01,51133,8250
2113,142,2023-05-01,68907,8176
2114,1963,2023-01-01,31222,12808
2115,797,2024-12-01,21556,10860
2116,7,2023-04-01,60624,12874
2117,939,2024-03-01,38258,5766
2118,495,2023-05-01,70451,3988
2119,1315,2023-12-01,64113,1152
2120,585,2024-02-01,74239,1221
2121,390,2023-12-01,73670,14326
2122,398,2023-12-01,31083,14871
2123,1559,2024-06-01,50730,4036
2124,1939,2023-03-01,53669,14918
2125,1152,2024-04-01,66802,12708
2126,683,2024-01-01,55816,4990
2127,801,2023-09-01,20255,7371
2128,1913,2024-07-01,37032,8062
2129,1035,2024-09-01,76011,13834
2130,1725,2023-11-01,39255,9450
2131,1435,2023-06-01,48932,10433
2132,482,2024-10-01,76513,5342
2133,751,2023-12-01,33717,6702
2134,111,2023-02-01,35988,9753
2135,1319,2023-05-01,69109,8354
2136,1066,2023-05-01,19131,3651
2137,853,2024-10-01,57865,6545
2138,1591,2023-07-01,49489,1727
2139,1398,2024-05-01,52071,5463
2140,100,2024-04-01,68260,13874
2141,1148,2024-07-01,52924,8931
2142,1917,2023-09-01,58904,3348
2143,1997,2023-08-01,47293,6280
2144,894,2024-05-01,26010,8087
2145,1279,2024-08-01,79571,5898
2146,1648,2023-03-01,78970,13978
2147,1919,2023-08-01,44030,9081
2148,182,2023-01-01,33941,5028
2149,760,2023-12-01,71923,6531
2150,14,2024-01-01,59531,11237
2151,306,2023-11-01,66707,7352
2152,1338,2023-06-01,36164,3598
2153,724,2024-12-01,33215,7064
2154,537,2024-06-01,47850,4367
2155,210,2023-03-01,19771,6773
2156,628,2024-05-01,51237,12933
2157,578,2023-12-01,44484,12408
2158,1194,2023-12-01,58147,1513
2159,866,2024-05-01,44945,2478
2160,1561,2024-12-01,47675,9972
2161,472,2024-11-01,63246,13147
2162,1925,2024-11-01,41497,1367
2163,1653,2024-03-01,56838,12203
2164,1494,2024-11-01,39012,11303
2165,696,2023-08-01,25045,2803
2166,1489,2023-02-01,66078,4870
2167,172,2023-05-01,71025,8306
2168,208,2024-05-01,73295,9538
2169,1699,2023-04-01,47321,14808
2170,932,2024-02-01,60358,2479
2171,1180,2023-04-01,22278,1289
2172,833,2024-07-01,70692,11748
2173,1342,2024-11-01,40207,13802
2174,645,2023-06-01,40864,3136
2175,1822,2023-12-01,30470,12776
2176,1653,2024-02-01,32364,1082
2177,266,2024-02-01,29486,1244
2178,1142,2024-03-01,52397,6918
2179,1742,2024-05-01,63174,6740
2180,960,2023-11-01,55463,14501
2181,1082,2023-07-01,17433,14469
2182,658,2024-07-01,55395,9401
2183,1728,2023-11-01,18372,12587
2184,1027,2023-07-01,67060,14668
2185,1449,2023-11-01,59079,4657
2186,105,2023-06-01,40326,5212
2187,1361,2023-02-01,17610,13627
2188,439,2023-06-01,76922,7900
2189,1153,2024-08-01,63211,9680
2190,484,2023-11-01,22974,3686
2191,106,2023-03-01,71067,7688
2192,227,2023-08-01,49997,13057
2193,846,2023-05-01,31416,10900
2194,293,2023-04-01,23975,4646
2195,1394,2024-02-01,49261,11741
2196,1000,2023-04-01,23202,5713
2197,1355,2024-07-01,70067,13990
2198,211,2024-07-01,18933,8572
2199,645,2024-10-01,28664,12033
2200,376,2023-11-01,47979,6771
2201,476,2024-08-01,30181,5094
2202,370,2023-12-01,38875,10521
2203,1367,2024-08-01,68275,7658
2204,1004,2023-11-01,42116,13715
2205,1143,2024-07-01,37776,8197
2206,1727,2023-04-01,30219,3104
2207,685,2023-12-01,70794,2886
2208,1177,2023-04-01,37607,10663
2209,1113,2023-06-01,68474,7643
2210,1062,2024-05-01,75717,9683
2211,1910,2024-05-01,76199,3180
2212,1004,2024-09-01,60072,7711
2213,378,2024-10-01,36151,5435
2214,730,2023-01-01,44840,6449
2215,700,2023-12-01,19844,10483
2216,97,2024-12-01,61210,4691
2217,236,2023-09-01,15656,10590
2218,1572,2023-11-01,78515,1134
2219,1997,2023-10-01,77833,8667
2220,1996,2024-08-01,65828,5336
2221,201,2024-12-01,54925,14996
2222,1612,2023-08-01,25498,1125
2223,1050,2024-10-01,35461,14363
2224,871,2023-12-01,27706,5263
2225,747,2023-01-01,41414,9762
2226,68,2023-11-01,76066,5817
2227,700,2023-05-01,26252,4305
2228,1270,2023-02-01,40114,7474
2229,1634,2023-08-01,47467,1647
2230,388,2024-07-01,43883,1838
2231,1070,2023-02-01,52215,3427
2232,1182,2023-07-01,67825,3038
2233,445,2024-01-01,44932,5676
2234,215,2023-07-01,56137,14232
2235,1370,2023-11-01,60867,12123
2236,388,2023-11-01,54634,3276
2237,1937,2023-12-01,53774,10889
2238,1093,2023-12-01,74847,6081
2239,368,2024-09-01,64283,3038
2240,35,2024-01-01,18339,8817
2241,1921,2024-02-01,25786,10340
2242,163,2023-05-01,27011,12616
2243,724,2023-11-01,54884,2813
2244,335,2023-09-01,25645,10811
2245,686,2024-05-01,74243,9134
2246,754,2023-12-01,67486,8954
2247,618,2024-01-01,37009,14111
2248,490,2024-11-01,47955,4812
2249,962,2023-12-01,46099,2458
2250,847,2023-12-01,58158,8001
2251,48,2023-02-01,18504,1074
2252,817,2023-12-01,45803,11529
2253,453,2024-06-01,50133,11269
2254,1109,2024-02-01,62214,1525
2255,55,2023-09-01,79277,2045
2256,955,2024-11-01,31305,6431
2257,734,2023-03-01,30007,2183
2258,468,2024-04-01,58430,7394
2259,1660,2024-08-01,67372,7851
2260,635,2024-05-01,20204,3363
2261,1548,2023-12-01,31393,14294
2262,1294,2023-05-01,67934,7302
2263,461,2023-08-01,28645,1813
2264,305,2024-04-01,73223,14082
2265,202,2024-01-01,15126,9748
2266,1974,2023-03-01,60127,3735
2267,1141,2023-01-01,66715,2721
2268,680,2024-07-01,59886,6327
2269,1500,2024-03-01,61851,9943
2270,1269,2023-02-01,24989,6275
2271,445,2023-08-01,54366,6976
2272,1236,2024-03-01,16020,6950
2273,547,2023-01-01,57462,8539
2274,203,2024-02-01,75979,11087
2275,1328,2024-04-01,31098,4236
2276,1641,2023-10-01,68440,14236
2277,148,2024-06-01,53349,14202
2278,1830,2024-09-01,18642,5080
2279,1607,2024-02-01,32483,4505
2280,873,2024-03-01,24187,13579
2281,1725,2023-01-01,36211,10530
2282,1193,2024-08-01,35821,9372
2283,1668,2024-01-01,70046,2671
2284,714,2024-03-01,54791,4522
2285,547,2024-07-01,43947,12984
2286,843,2024-01-01,70416,11651
2287,899,2023-04-01,61577,8060
2288,1891,2023-07-01,57127,3353
2289,214,2023-09-01,66483,8329
2290,563,2023-05-01,52538,10407
2291,1463,2024-07-01,24749,6880
2292,399,2024-11-01,27645,9729
2293,637,2024-03-01,60347,1386
2294,980,2023-03-01,61137,3874
2295,892,2024-12-01,16759,10371
2296,464,2024-02-01,59784,12966
2297,922,2023-02-01,72041,14821
2298,67,2024-11-01,78801,11588
2299,476,2023-11-01,66540,12404
2300,1598,2023-12-01,51122,7826
2301,417,2024-07-01,35822,13589
2302,110,2024-04-01,68057,3186
2303,819,2024-02-01,51430,10996
2304,1540,2023-03-01,66091,4911
2305,498,2023-01-01,53588,5821
2306,224,2023-08-01,43137,1188
2307,613,2024-12-01,19770,7152
2308,1111,2024-10-01,33050,11421
2309,661,2024-09-01,40034,11741
2310,1016,2024-07-01,18765,14081
2311,446,2024-04-01,29071,11463
2312,920,2023-05-01,62768,8828
2313,1411,2024-10-01,68332,8400
2314,1497,2023-01-01,21868,12846
2315,1839,2023-10-01,42534,7788
2316,1817,2023-09-01,43320,10670
