country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",17-11-2025 09:00,30.736056,76.209694,PM10,88,167,128
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",17-11-2025 09:00,30.9028,75.8086,PM2.5,110,186,159
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",17-11-2025 09:00,30.9028,75.8086,OZONE,16,34,26
India,Punjab,Patiala,"Model Town, Patiala - PPCB",17-11-2025 09:00,30.349388,76.366642,PM10,111,178,136
India,Punjab,Patiala,"Model Town, Patiala - PPCB",17-11-2025 09:00,30.349388,76.366642,SO2,21,105,44
India,Punjab,Patiala,"Model Town, Patiala - PPCB",17-11-2025 09:00,30.349388,76.366642,CO,30,101,47
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",17-11-2025 09:00,31.0325454,76.5623046,CO,46,60,56
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",17-11-2025 09:00,26.470859,74.646594,NH3,2,3,3
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",17-11-2025 09:00,22.220833,84.809444,OZONE,4,43,6
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",17-11-2025 09:00,21.869985,85.167016,PM2.5,NA,NA,NA
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",17-11-2025 09:00,11.9309,79.8027,OZONE,19,69,67
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",17-11-2025 09:00,30.233011,74.907758,PM10,53,113,87
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",17-11-2025 09:00,25.106006,76.469948,NO2,13,82,38
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",17-11-2025 09:00,25.747299,71.393989,CO,11,100,17
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",17-11-2025 09:00,27.215415,77.50873,NO2,22,64,33
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",17-11-2025 09:00,25.339605,74.618883,NO2,14,94,44
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",17-11-2025 09:00,25.339605,74.618883,SO2,7,43,18
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",17-11-2025 09:00,20.94185,86.1151,NH3,2,3,2
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",17-11-2025 09:00,20.94185,86.1151,CO,20,50,27
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",17-11-2025 09:00,20.48891,85.84768,NO2,15,128,50
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",17-11-2025 09:00,20.48891,85.84768,OZONE,4,167,26
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",17-11-2025 09:00,21.6439,85.599355,OZONE,17,18,18
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",17-11-2025 09:00,21.8004996,83.8396977,SO2,14,15,15
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",17-11-2025 09:00,21.8004996,83.8396977,CO,8,27,11
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",17-11-2025 09:00,30.649961,76.331442,CO,10,98,37
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",17-11-2025 09:00,20.94185,86.1151,PM2.5,95,303,144
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",17-11-2025 09:00,24.892047,74.623527,PM10,63,239,115
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",17-11-2025 09:00,24.892047,74.623527,NH3,2,6,3
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",17-11-2025 09:00,28.296139,74.961696,PM2.5,38,431,181
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",17-11-2025 09:00,28.296139,74.961696,PM10,76,500,215
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",17-11-2025 09:00,26.895552,76.334753,PM10,98,428,186
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",17-11-2025 09:00,26.895552,76.334753,SO2,4,29,12
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",17-11-2025 09:00,26.699557,77.898881,NO2,24,57,32
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",17-11-2025 09:00,26.699557,77.898881,SO2,1,22,5
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",17-11-2025 09:00,25.196024,75.855668,NO2,25,106,61
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",17-11-2025 09:00,25.196024,75.855668,NH3,9,23,13
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",17-11-2025 09:00,25.196024,75.855668,OZONE,3,240,23
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",17-11-2025 09:00,25.14389,75.821256,NH3,2,7,3
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",17-11-2025 09:00,25.14389,75.821256,CO,12,100,56
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",17-11-2025 09:00,27.213494,73.734444,PM2.5,20,329,174
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",17-11-2025 09:00,25.771061,73.340227,PM2.5,76,248,155
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",17-11-2025 09:00,25.771061,73.340227,NO2,26,51,36
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",17-11-2025 09:00,25.339605,74.618883,OZONE,1,56,11
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",17-11-2025 09:00,28.194909,76.862296,PM2.5,144,352,287
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",17-11-2025 09:00,28.194909,76.862296,NH3,5,17,10
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",17-11-2025 09:00,28.207266,76.829265,PM2.5,67,331,241
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",17-11-2025 09:00,28.207266,76.829265,SO2,3,30,12
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",17-11-2025 09:00,28.018792,73.292658,SO2,2,16,9
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",17-11-2025 09:00,25.435774,75.644272,NH3,2,3,2
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",17-11-2025 09:00,26.358805,73.047444,NH3,2,7,5
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",17-11-2025 09:00,26.253384,72.976571,PM10,59,427,169
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",17-11-2025 09:00,26.506177,77.025989,NO2,9,107,34
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",17-11-2025 09:00,25.16409,75.858137,NO2,33,137,72
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",17-11-2025 09:00,25.16409,75.858137,NH3,2,4,4
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",17-11-2025 09:00,25.16409,75.858137,CO,30,114,43
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",17-11-2025 09:00,25.16409,75.858137,OZONE,1,193,5
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",17-11-2025 09:00,26.699557,77.898881,CO,28,63,33
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",17-11-2025 09:00,23.837789,73.714926,NO2,10,48,22
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",17-11-2025 09:00,23.837789,73.714926,OZONE,7,149,27
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",17-11-2025 09:00,29.61075,74.283608,NO2,10,68,38
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",17-11-2025 09:00,26.902909,75.836858,PM10,72,159,123
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",17-11-2025 09:00,26.902909,75.836858,NH3,15,61,28
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",17-11-2025 09:00,26.268249,73.0193853,NH3,5,67,26
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",17-11-2025 09:00,26.29581,73.082283,PM2.5,20,270,102
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",17-11-2025 09:00,26.29581,73.082283,SO2,2,7,5
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",17-11-2025 09:00,26.29581,73.082283,OZONE,2,134,9
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",17-11-2025 09:00,26.215415,73.070156,NO2,7,92,37
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",17-11-2025 09:00,26.9502929,75.730943,CO,44,107,91
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",17-11-2025 09:00,26.9502929,75.730943,OZONE,12,38,13
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",17-11-2025 09:00,26.912329,70.909168,OZONE,1,103,18
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",17-11-2025 09:00,25.344694,72.626208,NH3,3,7,4
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",17-11-2025 09:00,26.9164092,75.7994901,NH3,3,55,11
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",17-11-2025 09:00,26.9164092,75.7994901,OZONE,1,81,30
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",17-11-2025 09:00,26.960669,75.771817,NH3,2,27,9
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",17-11-2025 09:00,24.041198,74.780702,NH3,4,8,6
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",17-11-2025 09:00,25.03636,73.883502,PM10,57,231,97
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",17-11-2025 09:00,13.0052189,80.2398125,CO,32,42,34
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",17-11-2025 09:00,13.0052189,80.2398125,OZONE,4,8,5
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",17-11-2025 09:00,11.0328,77.0349,SO2,1,2,2
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",17-11-2025 09:00,10.942451,76.978996,NO2,6,28,13
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",17-11-2025 09:00,10.942451,76.978996,SO2,20,23,22
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",17-11-2025 09:00,10.942451,76.978996,OZONE,18,80,39
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",17-11-2025 09:00,11.6829898,79.7532099,PM2.5,32,87,68
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",17-11-2025 09:00,11.6829898,79.7532099,NH3,4,5,4
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",17-11-2025 09:00,11.7637683,79.7499835,PM10,44,71,55
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",17-11-2025 09:00,10.7654824,79.1389968,PM10,79,113,92
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",17-11-2025 09:00,8.816428,78.099039,PM10,37,500,99
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",17-11-2025 09:00,8.816428,78.099039,OZONE,1,15,6
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB",17-11-2025 09:00,10.830158,78.691849,PM2.5,20,61,37
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB",17-11-2025 09:00,10.830158,78.691849,SO2,4,14,9
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB",17-11-2025 09:00,11.0973603,77.3228673,PM2.5,70,157,94
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17-11-2025 09:00,17.540891,78.358528,PM10,42,111,83
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",17-11-2025 09:00,10.798548,79.838212,CO,18,30,22
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB",17-11-2025 09:00,10.681158,78.741746,PM2.5,17,41,27
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",17-11-2025 09:00,10.423417,78.784889,SO2,12,13,13
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",17-11-2025 09:00,9.36399,78.831977,OZONE,4,6,5
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",17-11-2025 09:00,11.679111,78.125052,SO2,18,19,18
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",17-11-2025 09:00,11.679111,78.125052,CO,11,13,12
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",17-11-2025 09:00,11.679111,78.125052,OZONE,5,5,5
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB",17-11-2025 09:00,10.358535,77.984321,PM10,62,81,70
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB",17-11-2025 09:00,10.358535,77.984321,NH3,2,3,2
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB",17-11-2025 09:00,10.358535,77.984321,CO,17,21,19
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",17-11-2025 09:00,13.4127,80.1081,SO2,26,104,48
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB",17-11-2025 09:00,10.96782,78.080882,OZONE,NA,NA,NA
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",17-11-2025 09:00,9.865935,78.022669,CO,8,10,8
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",17-11-2025 09:00,9.865935,78.022669,OZONE,1,1,1
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",17-11-2025 09:00,13.0664,80.2112,SO2,1,4,2
India,TamilNadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",17-11-2025 09:00,13.218341,80.32027,NH3,NA,NA,NA
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",17-11-2025 09:00,13.1662,80.2584,PM2.5,5,182,63
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",17-11-2025 09:00,13.1662,80.2584,PM10,77,109,93
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",17-11-2025 09:00,13.1662,80.2584,OZONE,27,47,43
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",17-11-2025 09:00,13.164544,80.26285,OZONE,10,10,10
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",17-11-2025 09:00,12.9533,80.2357,NH3,3,4,4
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",17-11-2025 09:00,24.5886166,73.6321397,NH3,3,6,5
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",17-11-2025 09:00,11.06825,79.07033,PM2.5,65,88,78
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",17-11-2025 09:00,11.06825,79.07033,NH3,1,1,1
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2025 09:00,12.9099161,80.1076538,NO2,22,31,25
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",17-11-2025 09:00,27.608912,75.153302,NO2,17,123,58
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",17-11-2025 09:00,27.608912,75.153302,SO2,3,10,7
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",17-11-2025 09:00,27.608912,75.153302,OZONE,9,119,29
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",17-11-2025 09:00,24.885261,72.857549,PM10,57,123,82
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",17-11-2025 09:00,29.931624,73.864511,NO2,42,198,101
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",17-11-2025 09:00,26.159933,75.780517,PM2.5,82,463,234
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",17-11-2025 09:00,26.159933,75.780517,SO2,1,4,2
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",17-11-2025 09:00,24.5886166,73.6321397,PM10,66,193,112
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",17-11-2025 09:00,28.406963,77.849831,NO2,31,155,107
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",17-11-2025 09:00,28.406963,77.849831,SO2,11,79,25
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",17-11-2025 09:00,27.168897,78.37696,NH3,2,2,2
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",17-11-2025 09:00,28.646233,77.358075,PM10,169,452,352
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",17-11-2025 09:00,28.646233,77.358075,SO2,6,32,17
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",17-11-2025 09:00,28.646233,77.358075,CO,39,151,100
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",17-11-2025 09:00,28.646233,77.358075,OZONE,3,100,8
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",17-11-2025 09:00,28.757294,77.278792,PM2.5,NA,NA,NA
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17-11-2025 09:00,17.470431,78.566959,CO,17,37,29
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17-11-2025 09:00,17.5184,78.278777,PM2.5,72,176,139
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17-11-2025 09:00,17.5184,78.278777,NH3,1,4,3
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17-11-2025 09:00,17.5184,78.278777,SO2,7,109,40
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17-11-2025 09:00,17.5316895,78.218939,CO,36,36,36
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17-11-2025 09:00,17.393559,78.339194,PM2.5,37,51,44
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17-11-2025 09:00,17.393559,78.339194,PM10,96,119,106
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17-11-2025 09:00,17.393559,78.339194,NO2,13,15,14
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",17-11-2025 09:00,28.557054,77.453663,CO,14,114,105
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",17-11-2025 09:00,28.725645,77.749675,NO2,92,402,260
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",17-11-2025 09:00,25.4547,78.6039,NH3,4,4,4
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",17-11-2025 09:00,26.428282,80.327067,NH3,2,2,2
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",17-11-2025 09:00,26.428282,80.327067,CO,37,58,54
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",17-11-2025 09:00,26.509954,80.249612,PM2.5,20,244,110
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",17-11-2025 09:00,17.528544,78.286195,PM2.5,34,47,41
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",17-11-2025 09:00,17.528544,78.286195,PM10,61,75,69
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17-11-2025 09:00,17.4559458,78.4332152,SO2,4,12,6
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17-11-2025 09:00,17.417094,78.457437,PM2.5,115,187,142
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17-11-2025 09:00,17.417094,78.457437,NO2,13,17,14
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17-11-2025 09:00,17.417094,78.457437,NH3,2,4,2
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17-11-2025 09:00,17.417094,78.457437,CO,20,52,32
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17-11-2025 09:00,17.393559,78.339194,OZONE,14,23,15
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17-11-2025 09:00,17.544899,78.486949,PM2.5,44,53,47
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17-11-2025 09:00,17.544899,78.486949,NO2,12,14,12
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17-11-2025 09:00,17.429398,78.569354,PM10,NA,NA,NA
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17-11-2025 09:00,17.429398,78.569354,SO2,NA,NA,NA
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17-11-2025 09:00,17.37206,78.50864,PM10,NA,NA,NA
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17-11-2025 09:00,17.349694,78.451437,NO2,15,35,25
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17-11-2025 09:00,17.349694,78.451437,SO2,3,4,4
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",17-11-2025 09:00,27.23711,78.01936,PM10,61,165,109
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",17-11-2025 09:00,27.23711,78.01936,NO2,45,45,45
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",17-11-2025 09:00,27.106972,78.000111,CO,30,48,38
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",17-11-2025 09:00,27.19412,77.96237,PM2.5,29,108,68
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",17-11-2025 09:00,27.19412,77.96237,CO,16,38,28
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",17-11-2025 09:00,28.359581,79.414455,NO2,2,3,2
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",17-11-2025 09:00,28.359581,79.414455,SO2,8,24,18
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",17-11-2025 09:00,28.359581,79.414455,CO,42,104,71
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",17-11-2025 09:00,26.730136,83.433859,NH3,1,1,1
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",17-11-2025 09:00,28.557054,77.453663,NH3,6,11,8
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17-11-2025 09:00,17.470431,78.566959,PM10,81,92,85
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",17-11-2025 09:00,26.509954,80.249612,OZONE,16,18,17
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",17-11-2025 09:00,28.2348927,77.8683002,NO2,6,7,7
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",17-11-2025 09:00,28.2348927,77.8683002,SO2,13,14,14
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",17-11-2025 09:00,26.766433,80.927299,PM2.5,30,296,87
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",17-11-2025 09:00,26.766433,80.927299,SO2,25,26,25
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",17-11-2025 09:00,26.766433,80.927299,CO,54,58,56
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",17-11-2025 09:00,26.766433,80.927299,OZONE,27,28,27
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",17-11-2025 09:00,26.86812,81.005119,PM2.5,28,258,110
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",17-11-2025 09:00,26.86812,81.005119,OZONE,27,41,29
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",17-11-2025 09:00,26.906111,80.948222,PM2.5,93,304,196
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",17-11-2025 09:00,26.906111,80.948222,PM10,123,237,172
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",17-11-2025 09:00,27.571409,77.655757,NH3,2,2,2
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",17-11-2025 09:00,27.571409,77.655757,CO,30,56,48
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",17-11-2025 09:00,30.269444,78.044167,OZONE,26,74,29
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",17-11-2025 09:00,29.2124114,78.9611753,PM10,19,363,90
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",17-11-2025 09:00,29.2124114,78.9611753,SO2,7,9,8
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",17-11-2025 09:00,30.075911,78.2859547,PM10,50,70,59
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",17-11-2025 09:00,30.075911,78.2859547,NH3,5,8,6
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",17-11-2025 09:00,23.685297,86.945968,PM2.5,73,232,133
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",17-11-2025 09:00,28.9535882,77.7622941,OZONE,2,182,8
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",17-11-2025 09:00,29.06351,77.709723,PM10,138,432,310
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",17-11-2025 09:00,29.06351,77.709723,NO2,20,64,39
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",17-11-2025 09:00,29.06351,77.709723,NH3,10,13,12
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",17-11-2025 09:00,29.06351,77.709723,OZONE,3,152,7
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",17-11-2025 09:00,28.840739,78.697531,PM2.5,98,253,190
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",17-11-2025 09:00,25.425602,81.917152,SO2,7,19,9
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",17-11-2025 09:00,25.494,81.863,PM10,88,216,148
